šifra,naziv,grupa,kolicina,nabavna_cijena,marza,cijena,rabat
834,SONY VHSC 45MIN EXCELLENCE,AUDIOVIDEO PROGRAM,0,39.84,0.00,49.00,0.00
835,ISKRA OM-2R/1 ANTENSKO POJAČALO,TELEVIZIJA,5,74.90,106.69,149.00,23.00
836,TDK VHSC 45MIN HS,AUDIOVIDEO PROGRAM,0,24.49,0.00,30.00,0.00
837,NADMADRAC SVILENI VITAPUR 90X190,AUDIOVIDEO PROGRAM,1,234.19,0.77,295.00,0.00
838,PALM M100 HANDHELD,PC,0,161.79,0.00,199.00,0.00
839,SONY MINIDV PREMIUM,AUDIOVIDEO PROGRAM,0,13.00,0.00,22.00,0.00
840,EKSPRES LONAC THERMOFLOW 6L,BIJELA TEHNIKA,1,302.40,0.53,380.00,0.00
841,LONČIĆ POUR&COOK SA STAKLENIM POKLOPCEM,BIJELA TEHNIKA,1,94.35,1.75,120.00,0.00
842,VRČ ZA FILTRACIJU VODE ECOCLEAN,BIJELA TEHNIKA,2,78.20,2.30,100.00,0.00
843,TERMO TORBA,AUDIOVIDEO PROGRAM,1,42.00,4.76,55.00,0.00
844,SONY DVD-R 30MIN 1.4GB,AUDIOVIDEO PROGRAM,0,0.00,0.00,18.00,0.00
845,SONY SRF-M80 FM/AM WALKMAN,AUDIOVIDEO PROGRAM,0,405.69,0.00,499.00,0.00
846,SVILENA POSTELJINA PARIS CLASSIC,AUDIOVIDEO PROGRAM,1,372.30,2.07,475.00,0.00
847,MAXELL MINIDV 60MIN,AUDIOVIDEO PROGRAM,0,11.42,0.00,22.00,0.00
848,PODLOGA ZA MIŠ,PC,1,10.00,2.56,10.00,22.00
849,OLYMPUS BATERIJA LI-12B,FOTO,0,214.02,0.00,319.00,0.00
850,SVILENA POSTELJINA PARIS CLASSIC 15972,BIJELA TEHNIKA,1,160.00,2.50,205.00,0.00
851,ŠKARE KUHINJSKE ROSMARINO,AUDIOVIDEO PROGRAM,2,19.60,6.12,26.00,0.00
852,LONAC NISKI POUR&COOK 20 CM,BIJELA TEHNIKA,1,125.12,2.30,160.00,0.00
856,"SAMSUNG AR09HSFNCWKNZE 2,5 KW",KLIMA,2,3499.00,40.35,4373.75,28.75
857,MIELE KWT6832GS,BIJELA TEHNIKA,1,28080.00,25.91,35100.00,20.58
858,_TOMATO BON 50KN,TOMATO,1,40.00,5.26,50.00,5.00
859,LG 42LB670V LED TV,TELEVIZIJA,4,2970.00,61.59,5999.00,0.00
860,_TOMATO BON 20KN,TOMATO,500,16.00,5.26,20.00,5.00
861,KLOTZ MB 1 X 15 M,AUDIOVIDEO PROGRAM,3,184.00,53.85,230.00,35.00
862,BES KAB SPEAKON 9M SLKT900,AUDIOVIDEO PROGRAM,3,176.00,42.86,220.00,30.00
863,NEUTRIC NL2FC SPEAKON 2POL ZA KABEL,AUDIOVIDEO PROGRAM,10,28.00,42.86,35.00,30.00
864,MM TORBICA PLUTON / SATURN,MOBITELI,32,29.00,80.23,49.00,25.00
865,MM MSH-SC-096 AUTO PUNJAČ,MOBITELI,2,35.00,79.81,59.00,25.00
866,TOSHIBA SATELLITE C850-1GQ,PC,2,2100.00,33.30,3499.00,0.00
867,T-MOBILE WEB`N`WALK COMPACT CARD II,T-MOBILE,0,1217.89,0.00,1498.00,0.00
868,HQ P.SUP.CAR10-HQ UNIVER AUTOPUNJAČ,ALATI,0,0.00,0.00,89.00,0.00
869,BANDRIDGE BE0015 UNIVER AUTOPUNJAČ,ALATI,0,130.08,0.00,160.00,0.00
870,T-MOBILE SIMPA COMPACT CARD II,T-MOBILE,0,486.18,0.00,598.00,0.00
871,MM FLEX 2 NOSAČ,ALATI,1,62.00,104.73,119.00,25.00
872,MM DRŽAČ ZA TABLET HRM-03B,AUDIOVIDEO PROGRAM,1,99.00,114.41,199.00,25.00
873,VIPME HTC DESIRE C CRNI,VIP,1,1042.00,7.41,1399.00,0.00
874,HP ED494AA PUNJAČ ZA LAPTOP,PC,1,223.00,43.93,333.00,17.00
875,NOKIA BH-301 BLUETOOTH HEADSET,MOBITELI,0,451.22,0.00,555.00,0.00
876,MM DRŽAČ ZA TABLET VACUUM,BATERIJA,1,73.00,103.11,139.00,25.00
877,MM DRŽAČ MOBITELA ZA BICIKLO,TELEVIZIJA,6,22.00,150.91,69.00,0.00
878,NOKIA HDC-5 HEADSET,MOBITELI,0,97.56,0.00,120.00,0.00
879,MM WATERPROOF BAG,BATERIJA,-1,79.00,101.18,149.00,25.00
880,DURACELL DL2320 BATERIJA,BATERIJA,0,20.33,0.00,25.00,0.00
881,DURACELL DL2325,BATERIJA,0,0.00,0.00,25.00,0.00
882,SAMSUNG GALAXY SIII GT-i9300 BIJELI,MOBITELI,1,1380.00,44.87,2499.00,0.00
883,KINGSTON DDR3 4GB 1600MHz SODIMM,PC,2,247.78,27.03,399.00,24.00
884,NOKIA DC-6 MOBILE CHARGER,MOBITELI,0,75.51,0.00,149.00,0.00
885,SAMSUNG ODD DRW SH-224DB SATA,PC,1,97.00,64.12,199.00,0.00
886,NOKIA CR-39 UNIVERSAL HOLDER,MOBITELI,0,137.40,0.00,169.00,0.00
887,SONY AAA-LR03 BATERIJA 4/1,BATERIJA,0,8.70,0.00,24.00,0.00
888,NOKIA CP-191 CARRYING CASE,MOBITELI,0,152.85,0.00,188.00,0.00
889,NOKIA CP-220 CARRYING CASE,MOBITELI,0,178.05,0.00,219.00,0.00
890,DURACELL AAA RECHARGEABLE 2/1,BATERIJA,4,49.00,39.10,70.00,17.84
891,NOKIA CP-266 CARRYING CASE,MOBITELI,0,80.49,0.00,99.00,0.00
892,NOKIA BL-5C BATERIJA,MOBITELI,0,0.00,0.00,299.00,0.00
893,INTEL PENTIUM G2030,PC,3,317.98,3.78,412.50,0.00
894,NOKIA BL-4C BATERIJA,MOBITELI,0,0.00,0.00,199.00,0.00
895,PIONEER VSX-323-K AFV PRIJAMNIK,AUDIOVIDEO PROGRAM,1,1519.20,42.86,1899.00,30.00
896,DURACELL 312 BATERIJA HEARING AID,BATERIJA,0,44.72,0.00,55.00,0.00
897,HTC DESIRE 200 BLACK,MOBITELI,1,639.00,37.59,1099.00,0.00
898,DURACELL 675 BATERIJA HEARING AID,BATERIJA,0,44.72,0.00,55.00,0.00
899,TELEFUNKEN TH 26D917U-F,TELEVIZIJA,0,0.00,0.00,1899.00,0.00
900,QUADRO LCD-32VR22 TV,TELEVIZIJA,-1,1359.00,23.56,2098.99,0.00
901,HP PAVILION 17-E113SM,PC,1,2161.00,22.13,3299.00,0.00
902,SONY SUM3-NUB4A AA BATERIJA 4/1,BATERIJA,20,4.45,187.64,16.00,0.00
903,SONY AM3-B4A AA BATERIJA  4/1,BATERIJA,0,9.30,0.00,24.00,0.00
904,"DIGITUS TERMALNA PASTA 0,5 GR",PC,5,9.52,68.07,15.00,25.00
905,QUADRO LCD-26ZX14 TV,TELEVIZIJA,0,0.00,0.00,1899.00,0.00
906,QUADRO LCD-40AC26 TV,TELEVIZIJA,0,0.00,0.00,3199.00,0.00
907,GOLDENPOWER GP MR-2500 AA RECHAEGEABLE,AUDIOVIDEO PROGRAM,5,39.92,46.96,55.00,25.00
908,TELE2 BLA BLA LGKP100 BLACK,TELE2,0,110.42,0.00,185.00,0.00
909,BOSCH WTY88780EU SUŠILICA RUBLJA,BIJELA TEHNIKA,1,5980.00,30.62,8899.00,8.86
910,NIKON COOLPIX S2700 PURPLE LA,AUDIOVIDEO PROGRAM,2,479.20,56.93,799.00,15.00
911,MAXELL CR1216 BATERIJA,BATERIJA,0,12.20,0.00,15.00,0.00
912,NIKON COOLPIX S3400 BLACK,AUDIOVIDEO PROGRAM,1,599.20,41.21,899.00,15.00
913,PRESTIGIO PAP5450 DUO,MOBITELI,1,580.07,79.15,1299.00,0.00
914,PRESTIGIO PAP5503 DUO,MOBITELI,1,939.97,53.11,1799.00,0.00
915,CANON SX510 IS,FOTO,1,1499.00,31.71,1999.00,19.00
916,NEXCELL 2XAA 2000mAH,BATERIJA,10,22.90,47.13,40.00,5.00
917,NEXCELL 2XAA 2600mAH,BATERIJA,0,22.21,0.00,39.00,0.00
919,CANON LIDE 210 SCAN,PC,1,580.00,46.17,869.00,18.00
920,DURACELL 3XAAA LR03 SIMPLY,AUDIOVIDEO PROGRAM,5,22.00,74.55,36.00,25.00
921,LG 32LB561B,TELEVIZIJA,10,1390.00,43.83,2499.00,0.00
922,OFA VIDEO KABEL HDMI M 3M GOLD,AUDIOVIDEO PROGRAM,3,56.99,66.59,89.00,25.00
923,NOŽ KUHINJSKI ČELIČNI ZA SJECKANJE,BIJELA TEHNIKA,1,44.24,8.50,60.00,0.00
924,SET VODENIH FILTERA AQUA,BIJELA TEHNIKA,2,42.00,14.29,60.00,0.00
925,ELECTROLUX ESL 7310 PERILICA POSUĐA,BIJELA TEHNIKA,1,3999.20,35.87,4999.00,26.40
926,ELECTROLUX EGD 6576 UGRADBENA PLOČA,BIJELA TEHNIKA,1,3359.20,35.12,4199.00,25.99
927,PANASONIC CR1620L/1BP BATERIJA,BATERIJA,10,5.90,103.39,15.00,0.00
928,ACER K335 HYBRID LED/LASER,AUDIOVIDEO PROGRAM,-1,3700.00,25.38,5799.00,0.00
929,SBOX PM-102 STROPNI NOSAČ,TELEVIZIJA,3,319.92,172.34,599.00,45.00
930,PPL ELITE SCREENS 1:1 213x213cm,TELEVIZIJA,1,829.17,44.63,1499.00,0.00
931,OKI MB461DN PRINT/SCAN/COPY,PC,1,2626.00,92.16,3280.00,48.00
932,ORINK TONER (OKI B411),PC,1,110.00,117.46,299.00,0.00
933,SONY CR2032 BATERIJA,BATERIJA,40,7.92,152.63,15.00,40.00
934,ORINK LCEXV14 TONER CANNON,PRINTER,2,49.00,388.16,299.00,0.00
935,SAMSUNG 48H6500 LED TV,TELEVIZIJA,1,4950.00,21.20,7499.00,0.00
936,SAMSUNG AR12HSFNCWKNZE,KLIMA,4,3899.00,40.35,4873.75,28.75
937,HTC ONE M8 GUN METAL GREY,MOBITELI,2,4100.00,19.22,6110.00,0.00
938,"VERBATIM 2,5 "" 500GB HDD SIVI",PC,1,285.00,40.07,499.00,0.00
939,PRESTIGIO MULTIPHONE 4040 DUO,MOBITELI,-1,680.00,64.59,1399.00,0.00
940,PRESTIGIO MULTIPAD 7.0 ULTRA +,MOBITELI,1,321.03,99.11,799.00,0.00
941,MAXELL CR2025 BATERIJA,BATERIJA,0,0.00,0.00,15.00,0.00
942,TELE2 BLA BLA HSPA MODEM E180,TELE2,0,321.14,0.00,395.00,0.00
943,TP-LINK MA260 3G HSPA+ USB ADAPTER,PC,1,257.40,51.23,399.00,18.00
944,TELE2 START PAKET POSTPAID MBB,TELE2,20,0.01,15500.00,1.95,0.00
945,AKG WMS 40 MINI VOC-SET ISM2,AUDIOVIDEO PROGRAM,2,819.00,84.20,1320.00,30.00
946,AKG WMS 40 MINI VOC-SET ISM3,AUDIOVIDEO PROGRAM,5,702.00,83.76,1290.00,20.00
947,TRANSMEDIA BEAMER CEILING MOUNT BLACK,TELEVIZIJA,1,178.26,50.77,299.00,11.00
948,TRANSMEDIA LED LAMP 230V GU10 SOCKET,TELEVIZIJA,1,79.18,50.54,149.00,0.00
949,TELE2 PRET HTC EXPLORER BLACK,TELE2,0,0.00,0.00,1395.00,0.00
950,"TRANSMEDIA BEAMER CEILING MOUNT, WHITE",TELEVIZIJA,1,178.26,50.77,299.00,11.00
951,ZALMAN NOTEBOOK COOLER ZM-NC3,PC,1,65.00,83.39,149.00,0.00
952,CANYON CNF-NS01 COOLER,PC,1,51.56,208.77,199.00,0.00
953,CANYON CNR-NS01 COOLER,PC,0,0.00,0.00,169.00,0.00
954,"NAVIATECH CINCH CABLE, MALE TO MALE 5m",AUDIOVIDEO PROGRAM,3,3.19,401.57,20.00,0.00
955,KINETIC A23-5B BATERIJA,BATERIJA,0,2.93,0.00,15.00,0.00
956,CANYON CNR-NS04 COOLER,PC,1,73.54,94.72,179.00,0.00
957,DELL DLD01 NOTEBOOK COOLER,PC,0,95.96,0.00,199.00,0.00
958,TRANSMEDIA 2xCINCH TO 2xCINCH 5m,PC,10,4.50,255.56,20.00,0.00
959,TELE2 START PAKET JUHU TD3,TELEFON,-3,1.80,33.33,3.00,0.00
960,TRANSMEDIA 2CHINCH M-2CHINCH Ž 10m,AUDIOVIDEO PROGRAM,2,14.27,161.68,35.00,25.00
961,"TRANSMEDIA 3,5mm - 3,5mm STEREO 1,5m",AUDIOVIDEO PROGRAM,5,3.10,244.83,10.00,25.00
962,"TRANSMEDIA 3,5mm - 3,5mm STEREO 2,5m",AUDIOVIDEO PROGRAM,2,3.90,310.96,15.00,25.00
963,TPU TORBICA SAMSUNG i9070 GALAXY S,MOBITELI,2,16.00,160.00,39.00,25.00
964,PIONEER DDJ-ERGO-K,DJ OPREMA,1,2821.73,4.87,3699.00,0.00
965,PIONEER DJ 250PACK SILVER,TELEVIZIJA,1,9199.20,53.38,12699.00,28.00
966,TRANSMEDIA 3.5mm-2CHINCH 10m,AUDIOVIDEO PROGRAM,3,10.19,214.14,30.00,25.00
967,PIONEER CDJ-850-W,AUDIOVIDEO PROGRAM,1,4865.78,58.15,9619.00,0.00
968,PANASONIC LR14E/2BP BATERIJA 2/1,BATERIJA,0,11.05,0.00,28.00,0.00
969,FALCOM T2400 DVB-T,SATELITSKA,10,199.90,39.81,269.00,23.00
970,SAMSUNG 32EH4000 LED TV,TELEVIZIJA,1,1299.00,66.22,2699.00,0.00
971,F/RF 1.5 M KABEL,TELEVIZIJA,80,8.00,114.29,15.00,30.00
972,AIWA AV-257/S USB POJAČALO,AUDIOVIDEO PROGRAM,0,0.00,0.00,999.00,0.00
973,SONY CR-P2-B1A BATERIJA,BATERIJA,0,28.11,0.00,60.00,0.00
975,DAIKIN ATXV50AB SIESTA,KLIMA,2,1450.00,52.44,2763.00,0.00
976,PIONEER VSX-322-K,AUDIOVIDEO PROGRAM,1,1359.20,42.86,1699.00,30.00
977,ACER ASPIRE S3-392G-54206G50TWS,PC,-1,5975.00,13.13,8449.00,0.00
980,POKRIVAČ SVILENI TOSCANA,AUDIOVIDEO PROGRAM,1,220.66,6.95,295.00,0.00
981,LOGITECH MOBILE PRO HEADSET,MOBITELI,0,161.79,0.00,199.00,0.00
982,MAXELL 370 SR920W BATERIJA,BATERIJA,0,8.13,0.00,10.00,0.00
983,MAXELL 396 SR726W BATERIJA,BATERIJA,0,0.00,0.00,10.00,0.00
984,LOGITECH MOBILE BLUETOOTH HEADSET,MOBITELI,0,243.09,0.00,299.00,0.00
985,MAXELL 381 SR1120SW BATERIJA,BATERIJA,0,8.13,0.00,10.00,0.00
986,MOTOROLA F3 RED,MOBITELI,0,243.09,0.00,299.00,0.00
987,MAXELL 317 SR516SW BATERIJA,BATERIJA,0,8.13,0.00,10.00,0.00
989,MAXELL 315 SR716SW BATERIJA,BATERIJA,0,8.13,0.00,10.00,0.00
990,EPSON EB-X18 PROJEKTOR,AUDIOVIDEO PROGRAM,1,2368.00,64.87,4880.00,0.00
991,MAXELL 379 SR521SW BATERIJA,BATERIJA,0,8.13,0.00,10.00,0.00
992,MAXELL 321 SR616SW BATERIJA,BATERIJA,0,8.13,0.00,10.00,0.00
993,MAXELL 362 SR721SW BATERIJA,BATERIJA,0,8.13,0.00,10.00,0.00
994,KABEL ZA NAPAJANJE 20M,AUDIOVIDEO PROGRAM,5,76.80,47.32,99.00,30.00
995,DURACELL PX28-4SR44 BATERIJA,BATERIJA,0,101.63,0.00,125.00,0.00
996,MS PLATINUM 400 ATX P4 NAPAJANJE,PC,1,105.00,74.48,229.00,0.00
997,EPSON EB-X20 PROJEKTOR,AUDIOVIDEO PROGRAM,-1,2299.00,39.16,3999.00,0.00
998,EPSON EB-S18 PROJEKTOR,AUDIOVIDEO PROGRAM,1,1799.00,62.27,3649.00,0.00
1000,SAG 50 SOLARNA EKSPAN.POSUDA,AUDIOVIDEO PROGRAM,1,859.00,54.03,1075.00,35.00
1002,MASKA AUTORADIO GOLF V,AUTOPROGRAM,0,113.01,0.00,139.00,0.00
1004,MASKA AUTORADIO OCTAVIA II 2004,AUTOPROGRAM,0,129.27,0.00,159.00,0.00
1009,GRUNDIG D160 DUO TELEFON,AUDIOVIDEO PROGRAM,2,170.00,64.24,349.00,0.00
1010,TPU TORBICA LG OPTIMUS L3 E400,MOBITELI,3,16.00,160.00,39.00,25.00
1011,GRUNDIG D160 A TELEFON SEKRETARICA,AUDIOVIDEO PROGRAM,5,150.00,59.47,299.00,0.00
1013,MAXLINE E-911 PS2/USB TIPKOVNICA,PC,1,37.00,91.27,69.00,22.00
1014,MAXMOBILE MICRO USB DATA KABEL BIJELI,MOBITELI,5,19.00,118.95,39.00,25.00
1015,MTI AP8-XT2E GRAY LINE,AUDIOVIDEO PROGRAM,0,0.00,0.00,39.00,0.00
1016,MOTOROLA WALKY TALKY TLKR-80 EXTREME,AUDIOVIDEO PROGRAM,1,600.00,104.96,1199.00,22.00
1017,MR.HANDSFREE BLUETOOTH LUXE SLUŠALICA,AUDIOVIDEO PROGRAM,1,75.00,126.13,159.00,25.00
1018,ORINK PG-40 CANON,PRINTER,2,69.00,92.94,99.00,40.50
1019,STI DISEQC 1/3+TERRA,AUDIOVIDEO PROGRAM,5,36.50,122.40,69.00,32.00
1020,STI SAT RAZDJELJNIK 1/2,AUDIOVIDEO PROGRAM,5,12.50,229.41,35.00,32.00
1021,SAMSUNG SGH-E790 PLATINUM SILVER,MOBITELI,0,1381.30,0.00,1699.00,0.00
1022,CANON PGI-7BK,PRINTER,1,95.00,58.83,149.00,21.00
1023,MR.HANDSFREE WAVE BLUETOOTH SLUŠALICA,MOBITELI,1,58.00,105.52,149.00,0.00
1024,VIPME START PAKET 50KN,MOBITELI,10,30.00,33.33,50.00,0.00
1025,TV-MAX LINIJSKO POJAČALO,AUDIOVIDEO PROGRAM,0,55.28,0.00,99.00,0.00
1026,CANON PGI-9C,PRINTER,1,90.00,45.15,129.00,21.00
1027,CANON PGI-9M,PRINTER,2,99.00,43.10,139.00,21.50
1028,RASHLADNA VITRINA HSC360,BIJELA TEHNIKA,1,1999.20,20.01,2999.00,0.00
1029,CANON PGI-9Y,PRINTER,2,99.00,43.10,139.00,21.50
1030,T-MOBILE ELEK. SIMPA BON 220 KN,T-MOBILE,1,176.00,3.09,220.00,3.00
1031,ZAŠTITNA FOLIJA SAMS. i9070 GALAXY S,MOBITELI,0,7.20,0.00,29.00,0.00
1032,PCTV PICOSTICK DVB-T HD,AUDIOVIDEO PROGRAM,1,240.00,33.00,399.00,0.00
1033,SAMSUNG GT-I8910 WHITE,MOBITELI,2,1195.00,33.82,1999.00,0.00
1034,STI AMPLIFIRE 2+REGULATION,AUDIOVIDEO PROGRAM,5,39.00,126.24,75.00,32.00
1035,MDA TOUCH PLUS,MOBITELI,0,2623.50,0.00,3498.00,0.00
1036,T-MOBILE ELEK. SIMPA BON 110 KN,T-MOBILE,1,88.00,3.09,110.00,3.00
1037,TV-MAXDISEQC SWITCH TM-21HI,AUDIOVIDEO PROGRAM,0,56.10,0.00,69.00,0.00
1038,NOKIA 8800 SAPPHIRE ARTE BROWN,MOBITELI,0,7316.26,0.00,8999.00,0.00
1039,"OFA WM2250 NOSAČ ZA TV 13-32"" OKRETNI 90",AUDIOVIDEO PROGRAM,5,149.00,149.84,349.00,25.00
1040,TPU TORBICA SAM. S III MINI i8190,MOBITELI,2,25.00,66.40,39.00,25.00
1041,ONYX ZAMJ. PUNJAČ MICRO USB,MOBITELI,5,20.00,80.00,45.00,0.00
1042,TPU TORBICA iPHONE 5,MOBITELI,2,5.00,684.00,49.00,0.00
1043,TPU TORBIBA SONY XPERIA TIPO,MOBITELI,0,12.00,0.00,39.00,0.00
1044,LG 32LB561V,TELEVIZIJA,5,1455.00,37.40,2499.00,0.00
1045,LG 42LB561V,TELEVIZIJA,-1,2225.00,25.81,3499.00,0.00
1046,ONYX ZAMJ. PUNJAČ iPHONE,MOBITELI,10,25.00,88.80,59.00,0.00
1047,LG 50LB561V,TELEVIZIJA,1,4200.00,2.36,5373.75,0.00
1048,GEARUP ZV X-BASS WP BLUETOOTH ŽUTI,AUDIOVIDEO PROGRAM,1,139.00,91.08,249.00,25.00
1049,GEARUP X-BASS ZV BLUETOOTH CRVENI,AUDIOVIDEO PROGRAM,1,109.00,94.74,199.00,25.00
1050,GRUNDIG 22VLE-8320WF WHITE,TELEVIZIJA,2,949.00,44.57,1715.00,0.00
1052,GRUNDIG 32VLE-4401BF,TELEVIZIJA,1,1279.00,25.04,1999.00,0.00
1053,GRUNDIG 48VLE-4421BF,TELEVIZIJA,1,2349.00,32.79,3899.00,0.00
1054,STI ISPRAVLJAČ,AUDIOVIDEO PROGRAM,10,39.00,96.08,65.00,32.00
1055,EDIMAX EK-2U2CA USB SWITCH AUDIO 3-PORT,PC,0,0.00,0.00,299.00,0.00
1056,GRUNDIG MUSIC 61 RADIO PORTABLE,AUDIOVIDEO PROGRAM,2,144.00,55.00,279.00,0.00
1057,ASUS K55A-SX510,PC,1,2419.82,18.98,3599.00,0.00
1058,MASKA AUTORADIO TOYOTA AVENSIS,AUTOPROGRAM,0,80.49,0.00,99.00,0.00
1059,T-MOBILE ELEK. SIMPA BON 55 KN,T-MOBILE,53,44.00,3.09,55.00,3.00
1060,GRUNDIG MINI 62 RADIO,AUDIOVIDEO PROGRAM,-1,87.00,64.60,179.00,0.00
1061,GRUNDIG SONOCLOCK 395Q BUDILICA,AUDIOVIDEO PROGRAM,2,157.00,47.26,289.00,0.00
1062,SONY PS3 ULTRA SLIM 12GB +FIFA BRAZIL 2014,AUDIOVIDEO PROGRAM,1,1279.00,25.04,1999.00,0.00
1063,SONY PS3 SLIM 500 GB,AUDIOVIDEO PROGRAM,1,1525.00,41.59,2699.00,0.00
1064,SONY PS3 SLIM 500GB+FIFA BRAZIL 2014,AUDIOVIDEO PROGRAM,1,1719.00,30.26,2799.00,0.00
1065,ONYX TPU MASKA L70,AUDIOVIDEO PROGRAM,1,24.00,28.92,59.00,0.00
1066,IGRA PS3 FIFA 10,AUDIOVIDEO PROGRAM,1,55.20,79.35,99.00,20.00
1067,IGRA PS3 GTA V,AUDIOVIDEO PROGRAM,1,319.20,25.04,449.00,10.00
1069,BONBON ELEKTRONSKI BON 22 KN,MOBITELI,1,17.60,3.11,22.00,3.00
1070,"TELE2 ELEK. BON 27,50 KN",TELEVIZIJA,1,22.00,4.17,27.50,4.00
1071,TP-LINK NANO POWERLINE MREŽNI ADAPTER,PC,5,245.80,98.06,499.00,18.00
1072,TP-LINK TL-PA2010PKI POWERLINE,PC,2,367.92,58.84,599.00,18.00
1073,TELE2 PRET ALCATEL OT-918 BLACK,TELE2,0,150.06,0.00,995.00,0.00
1074,TP-LINK TL-WE841ND BEŽIČNI ROUTER,AUDIOVIDEO PROGRAM,1,175.20,94.35,349.00,18.00
1075,PIONEER DDJ-WEGO-K,AUDIOVIDEO PROGRAM,1,750.00,177.23,2599.00,0.00
1076,PIONEER DDJ-WEGO-W,AUDIOVIDEO PROGRAM,2,750.00,177.23,2599.00,0.00
1077,TP-LINK TL-WA730RE BEŽ.POJAČIVAČ DOMETA,AUDIOVIDEO PROGRAM,2,163.52,78.39,299.00,18.00
1078,JVC GZ-HM445BEU DIGITALNA KAMERA,AUDIOVIDEO PROGRAM,0,0.00,0.00,44.00,0.00
1079,TELE2 ELEK. BON 55 KN,TELE2,33,44.00,4.17,55.00,4.00
1080,AIWA AV-257/B USB POJAČALO,AUDIOVIDEO PROGRAM,3,299.00,167.29,999.00,0.00
1081,BONBON ELEKTRONSKI BON 44 KN,T-MOBILE,3,35.20,3.11,44.00,3.00
1082,KABEL VIDEO+NAPAJANJE 5MG,AUDIOVIDEO PROGRAM,2,28.00,85.71,39.00,40.00
1083,PRESTIGIO PAP7500 16GB BLACK,MOBITELI,1,1477.00,29.94,2399.00,0.00
1084,TELEFONSKI ADAPTER 8-8,TELEFON,10,3.99,135.99,10.00,15.00
1085,PRESTIGIO PAP7500 16GB WHITE,MOBITELI,1,1477.00,29.94,2399.00,0.00
1086,KABEL ZA NAPAJANJE 10M,AUDIOVIDEO PROGRAM,2,46.40,45.32,59.00,30.00
1087,ADAPTER SCART Ž-Ž 21P,AUDIOVIDEO PROGRAM,0,16.26,0.00,20.00,0.00
1088,TOSHIBA SAT. C55-A-19N,TELEVIZIJA,1,2635.00,24.45,4099.00,0.00
1089,"SAMSUNG 19"" S19B150N",PC,1,699.00,60.15,999.00,28.61
1090,FILTER ADSL,TELEFON,0,16.26,0.00,20.00,0.00
1091,AH 500 UNO ( 8 BAR ),AUDIOVIDEO PROGRAM,2,5990.00,30.16,6144.43,36.95
1092,ADAPTER ŠUKO USA,AUDIOVIDEO PROGRAM,0,8.13,0.00,10.00,0.00
1093,BEH B 1200D PRO AKTIV. SUB,AUDIOVIDEO PROGRAM,1,2632.00,56.86,3290.00,36.25
1094,MIO DIGI WALKER,AUTOPROGRAM,0,80.49,0.00,99.00,0.00
1095,K&M 21348 DIST. ROHR+ ADAPTER,AUDIOVIDEO PROGRAM,2,272.00,53.85,340.00,35.00
1096,SET PRECIZNIH ODVIJAČA 6-DIJELNI,AUDIOVIDEO PROGRAM,2,4.49,528.27,30.00,15.00
1097,TELE2 ELEK. BON 110 KN,AUDIOVIDEO PROGRAM,1,88.00,4.17,110.00,4.00
1098,BEH B 215D EUROLIVE,AUDIOVIDEO PROGRAM,2,2704.00,53.85,3380.00,35.00
1099,MATSUSHIMA LR626 BATERIJA,BATERIJA,20,0.69,1255.93,10.00,15.00
1100,PLAYSTATION RF UNIT AV CONNECTORS,PLAY STATION,0,39.84,0.00,49.00,0.00
1101,PLAYSTATION RF UNIT AV CONNECTORS,PLAY STATION,0,52.85,0.00,65.00,0.00
1102,PIONEER DM-DV10,AUDIOVIDEO PROGRAM,3,151.20,40.39,199.00,25.00
1103,PIONEER DM-DV20,AUDIOVIDEO PROGRAM,3,207.20,53.93,299.00,25.00
1104,"ROLINE SERIJSKI KABEL RS-232 1,8 M",AUDIOVIDEO PROGRAM,1,29.03,68.82,49.00,20.00
1105,QUADRO IR 3689 ZAMJENSKI DALJINSKI,TELEVIZIJA,0,80.49,0.00,99.00,0.00
1106,JVC CS-V6947U AUTO ZVUČNICI,AUDIOVIDEO PROGRAM,2,415.20,150.10,649.00,50.00
1107,ROLINE UTP KABEL 10 M SIVI,AUDIOVIDEO PROGRAM,3,32.69,80.50,59.00,20.00
1108,ASUS X551MA-SX138,PC,1,1769.00,35.63,2999.00,0.00
1109,ALCATEL OT-2000X BLACK,MOBITELI,3,295.20,43.53,429.00,19.00
1110,NOKIA 108 DS WHITE,MOBITELI,3,215.20,57.01,359.00,15.00
1111,BOSCH HBN532E1T,AUDIOVIDEO PROGRAM,1,2375.00,13.64,2699.00,20.00
1112,MOTOROLA U9 BLACK,MOBITELI,1,670.00,31.22,1099.00,0.00
1113,ALCATEL OT-4015D POP C1 BLACK,MOBITELI,1,479.20,44.07,699.00,19.00
1114,NOKIA 107 DS BLACK,MOBITELI,5,183.20,55.81,289.00,19.00
1115,NOKIA 225 DS BLACK,MOBITELI,1,399.20,29.44,549.00,15.00
1116,NEUTRIK NC3FXX XLR ŽENSKI ZA KABEL,AUDIOVIDEO PROGRAM,29,34.40,63.18,40.00,43.00
1117,NEUTRIK NC3MXX XLR MUŠKI ZA KABEL,AUDIOVIDEO PROGRAM,20,28.00,42.86,35.00,30.00
1118,ICIDU HDMI 5M,AUDIOVIDEO PROGRAM,0,0.00,0.00,139.00,0.00
1119,"OFA WM2140 NOSAČ ZA TV 13-23"" OKRETNI 90",AUDIOVIDEO PROGRAM,5,99.00,135.96,219.00,25.00
