šifra,naziv,grupa,kolicina,nabavna_cijena,marza,cijena,rabat
14176,TOSHIBA RAS 16 BKV-E MIRAI (2017) - UNUTARNJA,KLIMA,1,1860.00,61.72,2820.00,25.00
14177,LIEBHERR UWT 1682-VINIDOR HLADNJAK,BIJELA TEHNIKA,1,14990.00,3.78,15556.25,20.00
14178,LIEBHERR IKB 3510 COMFORT UGR.HLADNJAK,BIJELA TEHNIKA,1,8890.00,4.60,8368.75,28.00
14179,LIEBHERR ICN 3366 PREMIUM UGR.HLADNJAK,BIJELA TEHNIKA,1,11469.00,5.24,10862.50,28.00
14180,VIVAX COOL ACP-12CH35AERI,KLIMA,1,3199.00,56.25,4123.75,34.00
14181,VIVAX COOL ACP-09CH25AERI,KLIMA,1,1850.00,62.11,3748.75,0.00
14182,SAMSUNG UE60J6202 LED TV,TELEVIZIJA,2,5450.00,32.10,8999.00,0.00
14183,VIVAX COOL ACP-12CH35AERI GOLD,KLIMA,1,2276.00,49.34,4248.75,0.00
14188,TOSHIBA 24W1534DG  LED TV,TELEVIZIJA,15,650.00,109.11,1699.00,0.00
14189,PIONEER SC-1223-S,AUDIOVIDEO PROGRAM,1,4959.20,47.06,6199.00,32.00
14190,NOSAČ KLIME SREDNJI 500X400,KLIMA,1,64.00,17.65,80.00,15.00
14192,TOSHIBA RAS 167 SAV-E5 (2016) VANJSKA,KLIMA,1,4050.00,33.33,5062.50,25.00
14193,TOSHIBA RAS 167 SKV-E7 (2016) UNUTARNJA,KLIMA,1,1300.00,33.33,1625.00,25.00
14194,TELEFUNKEN T65FS240BPOSWS2-T2,TELEVIZIJA,2,5350.00,34.56,8999.00,0.00
14195,PIONEER X-SMC01BT-W IPOD ZVUČNICI,AUDIOVIDEO PROGRAM,1,800.00,59.90,1599.00,0.00
14196,GORENJE E51102AW EL. ŠTEDNJAK,BIJELA TEHNIKA,1,1702.00,37.33,2199.00,24.74
14200,MAXLINE ML-WM763 RAZNI WIRELESS MIŠ,PC,3,40.00,128.21,89.00,22.00
14201,KITSOUND XDOCK 3,AUDIOVIDEO PROGRAM,0,0.00,0.00,0.00,0.00
14202,VIVAX IMAGO LED TV-65LE74T2,TELEVIZIJA,1,4000.00,59.98,7999.00,0.00
14203,MM DATA MICRO USB DOUBLE SIDED 1m,MOBITELI,5,18.00,190.37,49.00,25.00
14204,MITSUBISHI MSZ-FH25VE(2) 2016,KLIMA,2,2610.00,33.33,3262.50,25.00
14205,MITSUBISHI MSZ-FH35VE(2) 2016,KLIMA,1,3110.00,33.33,3887.50,25.00
14206,DAIKIN BRP069A45 Wi-Fi MODUL,KLIMA,1,240.00,31.58,300.00,24.00
14207,ROLINE DVI-D M/M 3 M MONITOR KABEL,AUDIOVIDEO PROGRAM,1,30.11,195.56,89.00,20.00
14208,TP-LINK TD-W8961NB ROUTER,AUDIOVIDEO PROGRAM,-4,204.00,56.47,399.00,0.00
14209,ZIDNA OBUJMICA 10MM,AUDIOVIDEO PROGRAM,1,7.16,162.73,20.00,15.00
14210,"VALUELINE 3,5-3,5MM M/M 5M STEREO",AUDIOVIDEO PROGRAM,3,10.99,156.96,30.00,15.00
14211,ADAPTER HDMI Ž-DVI,AUDIOVIDEO PROGRAM,1,17.99,135.45,45.00,15.00
14212,SAMSUNG GALAXY J120FN BLACK,MOBITELI,2,799.00,88.35,1599.00,15.00
14213,SAMSUNG GALAXY J120FN BIJELI 2016,MOBITELI,1,759.00,98.28,1599.00,15.00
14214,BARKOD ČITAČ BZ-188IIBU,AUDIOVIDEO PROGRAM,1,199.00,60.40,399.00,0.00
14215,TRANSCEND RDP5 CARD READER,AUDIOVIDEO PROGRAM,1,38.86,76.09,65.00,24.00
14216,MSI DVI-A VGA ADAPTER,PC,1,15.90,151.57,35.00,30.00
14217,SAMSUNG HM 1350 BLUETOOTH SLUŠALICE,MOBITELI,7,135.20,96.45,249.00,25.00
14218,MITSUBISHI MXZ-3E54VA-E1,KLIMA,1,10280.00,33.54,12870.00,25.00
14221,"FOCUS S700 7"" TABLET",MOBITELI,10,319.20,78.40,599.00,15.85
14222,MITSUBISHI MXZ-2D53VA (2016),KLIMA,1,7280.00,30.95,8937.50,25.00
14225,FALCOM NU30 NOSAČ 30cm,TELEVIZIJA,2,35.00,92.95,65.00,23.00
14226,VIVAX IMAGO TV-55LE74T2 LED TV,TELEVIZIJA,2,2250.00,42.19,3999.00,0.00
14227,SAMSUNG 55KU6072 ULTRA HD TV,TELEVIZIJA,1,4650.00,37.62,7999.00,0.00
14229,SBOX PLB-2264 STALAK LCD,TELEVIZIJA,1,79.92,498.60,299.00,50.00
14230,SAMSUNG UE65KU6072 LED TV,TELEVIZIJA,1,6800.00,52.93,12999.00,0.00
14231,SAMSUNG UE60KU6072 LED TV,TELEVIZIJA,1,5770.00,52.50,10999.00,0.00
14232,MITSUBISHI SUZ-KA50VA2/3/5 (2016),KLIMA,1,6350.00,33.33,7937.50,25.00
14233,MITSUBISHI SLZ-KA50VAL (2016),KLIMA,1,3970.00,33.33,4962.50,25.00
14234,MITSUBISHI SLP-2ALW (2016),KLIMA,1,950.00,33.61,1190.00,25.00
14235,DOCKING STATION XDOCK3,AUDIOVIDEO PROGRAM,344,357.00,19.61,533.75,0.00
14236,MITSUBISHI MSZ-SF35VE3-E1 (2016),KLIMA,3,2020.00,33.33,2525.00,25.00
14237,MITSUBISHI MUZ-SF35VE-4 (2016),KLIMA,3,3250.00,33.33,4062.50,25.00
14238,QUADRO 32DN41T2S2 LED TV,TELEVIZIJA,-1,1026.27,55.83,1999.00,0.00
14239,SENNHEISER HD 25-1 II BASIC EDITION,AUDIOVIDEO PROGRAM,2,1327.20,60.66,1999.00,25.00
14240,MITSUBISHI MSZ-SF35VE2 (2016),KLIMA,1,2090.00,29.12,2530.00,25.00
14241,SENNHEISER HD 25 LIGHT,DJ OPREMA,1,976.00,30.72,1220.00,23.50
14242,QL A 188 STOLNI MIC. STAND,AUDIOVIDEO PROGRAM,1,136.00,53.85,170.00,35.00
14243,CANON PIXMA MX495 WHITE,PRINTER,1,500.00,38.07,699.00,19.00
14244,VIVAX IMAGO 24LE74 T2 LED TV,TELEVIZIJA,8,720.00,88.78,1699.00,0.00
14245,"SBOX NCS-017 ROME SILVER 15.6"" TORBA",TELEVIZIJA,5,25.00,536.80,199.00,0.00
14246,"SBOX NCS-031 PARIS 15.6""",TELEVIZIJA,10,24.00,563.33,199.00,0.00
14247,VOGELS W53080 NOSAČ ZA TV,TELEVIZIJA,7,1039.20,100.00,1299.00,50.00
14248,VOGELS MA4010 TV STALAK,TELEVIZIJA,5,167.99,116.40,259.00,43.00
14249,VOGELS W50080 TV STALAK,TELEVIZIJA,5,319.20,100.00,399.00,50.00
14250,SONY ILCE-3000KB FOTOAPARAT,FOTOAPARAT,3,1300.00,84.55,0.00,0.00
14251,PIONEER VSX-S510-W,AUDIOVIDEO PROGRAM,1,2479.20,79.23,3999.00,28.00
14252,ELECTROLUX ERF 4116 AOX HLADNJAK,BIJELA TEHNIKA,1,3839.20,1.21,3740.00,23.00
14253,WHIRLPOOL AKT 305 IX PLINSKA PLOČA,BIJELA TEHNIKA,2,959.00,9.30,870.00,33.60
14254,GORENJE WHC 923E14X NAPA,BIJELA TEHNIKA,1,1119.00,50.09,1399.00,33.36
14255,DIVOOM AIRBEAT 10 CRNI BLUETOOTH ZV,PC,1,170.00,80.39,299.00,22.00
14256,HAVIT HV-H80  4X HUB,PC,1,38.00,113.23,79.00,22.00
14257,BONBON VIVAX SMART POINT X450 BLUE,MOBITELI,1,448.00,30.67,622.00,15.00
14258,BONBON VIVAX SMART FLY V500 GRAY,MOBITELI,1,560.00,30.59,777.00,15.00
14259,BONBON VIVAX SMART FLY V500 WHITE,MOBITELI,1,560.00,30.59,777.00,15.00
14260,BONBON VIVAX SMART POINT X450 GOLD,MOBITELI,1,448.00,30.67,622.00,15.00
14261,GORENJE BHP923E13X KUHINJSKA NAPA,BIJELA TEHNIKA,1,1583.00,36.01,1899.00,29.44
14262,GORENJE BM171E2XG UGR.MIKROVALNA,BIJELA TEHNIKA,1,1666.00,30.25,1999.00,26.30
14263,IPHONE 6S 16GB SPACE GRAY,MOBITELI,1,3600.00,36.37,5999.00,2.24
14264,VOGELS W53071 STALAK TV,AUDIOVIDEO PROGRAM,1,799.20,100.00,999.00,50.00
14265,VOGELS W53081 TV STALAK,AUDIOVIDEO PROGRAM,1,1039.20,100.00,1299.00,50.00
14266,MEANIT F30 FLIP BLACK MOBITEL,MOBITELI,5,189.00,85.59,399.00,9.00
14267,MEANIT F30 FLIP WHITE MOBITEL,MOBITELI,5,189.00,85.59,399.00,9.00
14268,VIPME TRIO BOX 20KN,VIP,40,11.00,45.46,20.00,0.00
14269,GORENJE RF3111AW,BIJELA TEHNIKA,5,1744.00,44.57,2199.00,30.22
14270,GORENJE RBI4061AW,BIJELA TEHNIKA,1,1666.00,22.44,1999.00,21.60
14271,MITSUBISHI MUZ-SF35VE (2016),KLIMA,1,3250.00,33.25,4060.00,25.00
14273,VIVAX COOL ACP-12PT35AEH,KLIMA,1,2499.00,51.52,3123.75,34.00
14274,VIVAX COOL ACP-12PT35AEF,KLIMA,1,2199.00,51.52,2748.75,34.00
14275,VIVAX COOL ACP-09PT25AEF,KLIMA,1,1999.00,51.52,2498.75,34.00
14278,TELE2 PRET SAMSUNG  S7 EDGE BLACK,TELE2,2,5196.00,6.16,6895.00,0.00
14279,TELE2 PRET SAMSUNG S7 EDGE GOLD,TELE2,1,5196.00,6.16,6895.00,0.00
14280,TELE2 PRET SAMSUNG S7 GOLD,TELE2,1,4556.00,5.27,5995.00,0.00
14281,TELE2 PRET HUAWEI B315S-22 CAT4 WI-FI,TELE2,7,719.20,11.12,999.00,0.00
14282,TELE2 PRET SAMSUNG J7 2016 GOLD,TELE2,1,2079.20,7.70,2799.00,0.00
14283,TELE2 PRET SAMSUNG J7 2016 BLACK,TELE2,1,2079.20,3.85,2699.00,0.00
14286,SAMSUNG RB31FERNDSS/EF HLADNJAK,BIJELA TEHNIKA,1,4099.00,39.67,5099.00,28.75
14287,GREE GEH18AA-K3DNA1C/I,KLIMA,1,2900.00,33.33,3625.00,25.00
14289,SHARP LC-65XUF8772ES,TELEVIZIJA,2,8600.00,30.22,13999.00,0.00
14290,VIVAX COOL ACP-18CC50AECI,KLIMA,1,3699.00,51.37,6999.00,0.00
14291,SYNAPS T-20 DVB-T2 PRIJAMNIK,AUDIOVIDEO PROGRAM,4,154.90,100.55,299.00,23.00
14292,SAL SA 111 FM MODULATOR,AUDIOVIDEO PROGRAM,3,57.90,113.55,119.00,23.00
14293,EVO SINGLE LNB,SATELITSKA,10,32.90,117.92,69.00,23.00
14294,EVO LNB QUATTRO,SATELITSKA,-1,87.90,135.23,199.00,23.00
14295,EVO LNB QUAD,SATELITSKA,2,119.90,72.44,199.00,23.00
14296,SAL SA 120 FM MODULATOR,SATELITSKA,1,52.90,133.73,119.00,23.00
14297,ZODIAC KOAKSIJALNI KABEL 5MM,SATELITSKA,300,1.00,107.79,2.00,23.00
14298,MITSUBISHI MSZ-SF20VA (2017),KLIMA,1,1950.00,33.47,2440.00,25.00
14299,VIVAX IMAGO TV-48LE74T2,TELEVIZIJA,1,1840.00,35.83,3124.00,0.00
14300,SHARP LC-49CFE6032E,TELEVIZIJA,1,2300.00,66.92,4799.00,0.00
14302,VOX 49YSD650,TELEVIZIJA,3,2000.00,51.96,3799.00,0.00
14303,SHARP LC-49SFE7332E LED TV,TELEVIZIJA,1,2700.00,48.12,4999.00,0.00
14304,GARMIN VIVOFIT NARUKVICA BIJELA,AUDIOVIDEO PROGRAM,2,792.00,26.14,999.00,20.00
14305,ELITE SD 4CH 6M,TELEVIZIJA,1,239.21,24.99,299.00,20.00
14306,COAX CABLE KOKA F6,TELEVIZIJA,300,3.25,81.00,5.00,32.00
14307,BANDRIDGE BAL4201 2xRCA/2xRCA 2m,AUDIOVIDEO PROGRAM,4,39.20,100.00,49.00,50.00
14308,VALUELINE KABEL HDMI 1 M,TELEVIZIJA,10,28.00,100.00,35.00,50.00
14309,VALUELINE HDMI KABEL 10M VGVP34000B10,AUDIOVIDEO PROGRAM,5,160.00,100.00,200.00,50.00
14310,VALUELINE HDMI KABEL 1.5m VGVP34000B15,AUDIOVIDEO PROGRAM,10,9.50,278.95,45.00,0.00
14311,VALUELINE HDMI KABEL 15M VGVP34000B150,TELEVIZIJA,3,279.20,128.65,399.00,50.00
14312,VALUELINE HDMI KABEL 2m VGVP34000B20,TELEVIZIJA,5,39.20,100.00,49.00,50.00
14313,VALUELINE HDMI KABEL 5m VGVP34000B50,TELEVIZIJA,5,71.20,100.00,89.00,50.00
14314,VALUELINE HDMI KABEL 7.5m VGVP34000B75,TELEVIZIJA,5,111.20,100.00,139.00,50.00
14315,VALUELINE HDMI KABEL 20m VGVT34000B200,TELEVIZIJA,2,359.20,100.00,449.00,50.00
14316,VALUELINE HDMI KABEL 25m VGVT34020B250,TELEVIZIJA,1,599.20,100.00,749.00,50.00
14317,VALUELINE KABEL 2xCHINCH M-M 1m,AUDIOVIDEO PROGRAM,5,23.20,100.00,29.00,50.00
14318,TP-LINK TL-WA830RE,PC,6,250.00,87.77,399.00,32.00
14319,YAMAHA RS 300 SL RADIO POJAČALO,AUDIOVIDEO PROGRAM,1,1992.00,60.11,2990.00,25.00
14320,GREE GWH18QD-K3DNB4CI (2016),KLIMA,2,1870.00,33.33,2337.50,25.00
14321,TOSHIBA RAS 10 G2AVP-E DAISEIKAI,KLIMA,1,5700.00,33.33,7125.00,25.00
14322,TOSHIBA RAS 10 G2KVP-E DAISEIKAI,KLIMA,1,2520.00,33.33,3150.00,25.00
14323,LG E09EM,KLIMA,1,2550.00,38.01,4399.00,0.00
14324,LG E12EM,KLIMA,1,2550.00,41.15,4499.00,0.00
14325,HEMA H5 WHITE,MOBITELI,1,320.00,49.75,599.00,0.00
14326,HEMA H5 BLACK,MOBITELI,1,320.00,49.75,599.00,0.00
14327,HEMA H8 WHITE,MOBITELI,2,320.00,49.75,599.00,0.00
14328,HEMA H8 BLACK,MOBITELI,2,320.00,49.75,599.00,0.00
14329,HEMA H10 WHITE,MOBITELI,1,420.00,42.67,749.00,0.00
14330,HEMA H10 BLACK,MOBITELI,1,420.00,42.67,749.00,0.00
14331,VIVAX IMAGO TV-48LE74T2 LED TV,TELEVIZIJA,1,2128.00,52.53,3499.00,13.76
14332,GREE GWH09QB-K3DNB4CI (2016),KLIMA,2,980.00,33.33,1225.00,25.00
14333,VIVAX COOL ACP-18CT50AERI,KLIMA,1,5999.00,51.52,7498.75,34.00
14334,HTC M10,MOBITELI,1,4719.20,8.31,5750.00,10.00
14335,MITSUBISHI MUZ-SF50VE (2016),KLIMA,1,5980.00,29.77,7275.00,25.00
14336,MITSUBISHI MSZ-SF50VE (2016),KLIMA,1,2480.00,30.11,3025.00,25.00
14337,ACER X123PH PROJEKTOR,AUDIOVIDEO PROGRAM,1,2199.99,18.18,3250.00,0.00
14338,VIVAX HOME TTR-98-u razini plohe,BIJELA TEHNIKA,2,839.20,52.88,1299.00,19.00
14339,"MM KUĆNI PUNJAČ DUO USB 3,4A",PC,3,46.00,175.94,119.00,25.00
14340,ZAMJENSKA BATERIJA HTC DESIRE 601,PC,1,54.00,46.67,99.00,0.00
14341,IBIZA PORT LAJ42103 12 VHF-BT ZVUČNIK,AUDIOVIDEO PROGRAM,1,2768.00,54.80,3460.00,35.40
14342,FOCUS QL-98-3C LIGHT SHOW3 LED,AUDIOVIDEO PROGRAM,3,85.00,134.35,249.00,0.00
14343,FOCUS QL-98-6C LIGHT SHOW 6 LED,AUDIOVIDEO PROGRAM,3,89.00,123.82,249.00,0.00
14344,FOCUS OK-040+TEKUĆINA ZA DIM,AUDIOVIDEO PROGRAM,3,295.20,86.32,495.00,28.00
14345,FOCUS MAŠINA ZA DIM OK-040 400W,AUDIOVIDEO PROGRAM,2,239.20,136.50,495.00,30.00
14346,VALUELINE DISKO KUGLA SA ZRCALIMA 20 CM,AUDIOVIDEO PROGRAM,1,79.99,106.98,149.00,28.00
14347,VALUELINE DISKO KUGLA SA ZRCALIMA 30CM,AUDIOVIDEO PROGRAM,2,151.99,82.03,249.00,28.00
14348,VALUELINE DISKO MAGGIC PLASMA LIGHT,AUDIOVIDEO PROGRAM,2,183.20,81.35,299.00,28.00
14349,VALUELINE MOTOR ZA DISKO KUGLU,AUDIOVIDEO PROGRAM,2,79.20,66.96,119.00,28.00
14350,VALUELINE DISKO REFLEKTOR S 4 FILTERA,AUDIOVIDEO PROGRAM,1,199.99,66.12,299.00,28.00
14351,VALUELINE ROTIRAJUĆE SVJETLO PLAVO,AUDIOVIDEO PROGRAM,-1,47.99,129.23,99.00,28.00
14352,VALUELINE DISKO STROBOSKOP 24 LED,AUDIOVIDEO PROGRAM,2,63.99,101.60,129.00,20.00
14353,HOME SFM 427SL VENTILATOR S RASPRŠIVAČEM,AUDIOVIDEO PROGRAM,1,889.90,51.66,1299.00,23.00
14354,HP LASERJET PRO P1102,PRINTER,2,499.00,60.16,999.00,0.00
14355,LENOVO B51-30 80LK002ASC,PC,3,1820.00,45.01,3299.00,0.00
14356,MARANTZ PM6005 SILVER GOLD POJAČALO,AUDIOVIDEO PROGRAM,1,2399.20,25.00,2999.00,20.00
14357,PIONEER MVH-AV180 AUTO RADIO,AUTOPROGRAM,1,1359.20,50.84,1999.00,22.00
14358,PIONEER DDJ-RB,DJ OPREMA,10,1319.47,69.71,2799.00,0.00
14359,PIONEER DDJ-RR,DJ OPREMA,5,5439.20,63.40,6999.00,37.00
14360,PIONEER XPRS15 ZVUČNIK,DJ OPREMA,2,9599.20,108.34,15999.00,36.00
14361,VIACCESS CAM MODUL,AUDIOVIDEO PROGRAM,1,269.90,53.59,399.00,23.00
14362,INTENSO 32GB MICRO SD,PC,3,119.90,46.45,169.00,23.00
14363,CONNECT XL 5in1 GAMEPAD,PC,2,79.50,94.74,149.00,23.00
14364,SUPERIOR LG+SAMSUNG DALJINSKI,TELEVIZIJA,1,39.00,170.77,99.00,25.00
14365,MKC UPS 2000 PLUS,AUDIOVIDEO PROGRAM,2,1459.90,120.55,3099.00,23.00
14366,SBOX HDMI SPLITTER 2 PORT,AUDIOVIDEO PROGRAM,2,239.92,166.09,399.00,50.00
14369,VIVAX HOME TTF-68-u razini plohe,BIJELA TEHNIKA,-1,629.30,52.42,1199.00,0.00
14370,BOSCH WAN24261BY PERILICA RUBLJA,BIJELA TEHNIKA,1,2740.00,37.75,3999.00,15.24
14371,MITSUBISHI MUZ-SF25VE (2016),KLIMA,1,2950.00,33.33,3687.50,25.00
14372,VIVAX HOME MF-45 MINI BAR,BIJELA TEHNIKA,1,599.20,31.70,799.00,19.00
14373,BOSCH SMS40E32EU PERILICA POSUĐA,BIJELA TEHNIKA,2,2159.00,21.92,2999.00,8.85
14374,PIONEER X-HM52 BT MINI LINIJA,AUDIOVIDEO PROGRAM,1,1519.20,44.20,1999.00,27.00
14375,TONER LEXMARK OPTRA 12A7460,PRINTER,1,879.00,35.15,1485.00,0.00
14376,VIVAX COOL ACP-24CH70AEZI,KLIMA,1,6099.00,52.08,7499.00,35.32
14377,"KABEL ANTENSKI M-Ž 1,5m",TELEVIZIJA,100,3.30,263.64,15.00,0.00
14378,TOSLINK OPTIČKI KABEL 5m,TELEVIZIJA,1,11.50,240.87,49.00,0.00
14379,DEFENDER MIC-129 BLACK,AUDIOVIDEO PROGRAM,3,10.00,292.00,49.00,0.00
14380,METRONIC LNB SINGLE,AUDIOVIDEO PROGRAM,10,10.00,260.00,45.00,0.00
14381,METRONIC LNB TWIN,AUDIOVIDEO PROGRAM,10,35.00,240.57,149.00,0.00
14382,LENCO XEMIO-254 SEA 4GB,AUDIOVIDEO PROGRAM,3,65.00,169.54,219.00,0.00
14383,LENCO XEMIO-254 STONE 4GB,AUDIOVIDEO PROGRAM,1,60.00,192.00,219.00,0.00
14384,GOOBAY EASYFIX ULTRASLIM XL NOSAŠ TV,TELEVIZIJA,1,59.00,196.95,219.00,0.00
14385,GOOBAY EASYFIX XL+ TV NOSAČ,TELEVIZIJA,1,59.00,196.95,219.00,0.00
14386,GOOBAY EASYFLEX L+ TV NOSAČ,TELEVIZIJA,1,95.00,151.79,299.00,0.00
14387,GOOBAY EASYFLEX M TV NOSAČ,TELEVIZIJA,1,42.00,183.81,149.00,0.00
14388,DEFENDER SOUNDWAY ZVUČNIK HARMONIKA,MOBITELI,1,22.00,100.00,55.00,0.00
14389,DEFENDER SOUNDWAY WHITE ZVUČNIK HARMON,MOBITELI,2,19.00,131.58,55.00,0.00
14390,DEFENDER ATOM MONODRIVE MP3 FM ZVUČNIK,AUDIOVIDEO PROGRAM,1,49.00,110.61,129.00,0.00
14391,VALUELINE VLC-CK100 SET 3U1 ZA ČIŠĆENJE,AUDIOVIDEO PROGRAM,2,15.90,89.54,29.00,23.00
14392,DEFENDER IN-EAR COMFIT 260 SLUŠALICE,MOBITELI,10,18.00,117.78,49.00,0.00
14393,DEFENDER MPH-217 SLUŠALICE,MOBITELI,3,15.00,113.33,40.00,0.00
14395,VIVAX SMART FLY 3 LTE SILVER,MOBITELI,2,760.00,57.79,1499.00,0.00
14396,VIVAX SMART FLY 3 LTE ROSE,MOBITELI,5,760.00,57.79,1499.00,0.00
14397,ASUS M5A78L-M/USB3 AM3+ MATIČNA PLOČA,PC,1,404.15,60.89,699.00,14.00
14398,VALUE VTB-5A KOMPLET ALATA,TELEVIZIJA,1,2797.00,42.85,3496.00,30.00
14399,TELE2 PRET SONY PS4 500GB+PES,TELE2,1,2316.00,38.14,3999.00,0.00
14400,SAMSUNG RT38FDAADSP,BIJELA TEHNIKA,1,2920.00,26.00,4599.00,0.00
14401,VIVAX COOL ACP-18CH50AESI,KLIMA,1,4421.00,57.62,5748.75,34.00
14402,PIONEER X-CM52BT-K MINI LINIJA,AUDIOVIDEO PROGRAM,1,1519.20,46.20,1999.00,28.00
14403,FOCUS T19 MOBITEL,MOBITELI,13,151.20,75.66,249.00,25.00
14404,IBIZA PORT 12 VHF-BT aktivni zvučnik,AUDIOVIDEO PROGRAM,1,2768.00,53.85,3460.00,35.00
14406,DAIKIN FTXB60C,KLIMA,1,2300.00,51.03,3300.00,24.00
14407,DAIKIN RXB60C,KLIMA,1,4340.00,21.27,5000.00,24.00
14408,DAIKIN ATXB35C,KLIMA,1,1400.00,50.38,2000.00,24.00
14409,DAIKIN ARXB35C,KLIMA,1,2400.00,20.61,2750.00,24.00
14410,GORENJE K65333 ŠTEDNJAK,BIJELA TEHNIKA,1,3574.00,35.92,3999.00,34.14
14411,GORENJE OGB 80 SM GRIJAČ VODE,BIJELA TEHNIKA,1,1625.90,27.05,1999.00,22.58
14412,PS4 KAMERA,PLAY STATION,1,499.00,0.00,499.00,20.00
14413,SHARP LC-55CUF8462ES,TELEVIZIJA,1,3600.00,55.53,6999.00,0.00
14414,SHARP LC-55CFE6352E,TELEVIZIJA,1,2900.00,79.28,6499.00,0.00
14415,SHARP LC-48CFE4042E,TELEVIZIJA,1,2050.00,56.06,3999.00,0.00
14416,VIVAX HOME DD-132 HLADNJAK,BIJELA TEHNIKA,1,835.00,53.20,1599.00,0.00
14417,PANASONIC TX-55DXU601,TELEVIZIJA,1,5411.59,33.03,8999.00,0.00
14418,AURORA 450 UPS,PC,5,268.05,40.10,399.00,15.00
14419,KINGSTON SDHC 128 GB CLASS 10,AUDIOVIDEO PROGRAM,1,238.92,71.28,399.00,22.00
14420,PIONEER SE-MJ503-K PROMO,AUDIOVIDEO PROGRAM,25,0.04,1900.00,1.00,0.00
14421,PIONEER SE-MJ503-R PROMO,AUDIOVIDEO PROGRAM,10,0.04,1900.00,1.00,0.00
14422,PIONEER SE-MJ503-W PROMO,AUDIOVIDEO PROGRAM,25,0.04,1900.00,1.00,0.00
14423,PIONEER SE-MHR5,AUDIOVIDEO PROGRAM,1,10.87,47.19,20.00,0.00
14424,PIONEER XDP-100R,AUDIOVIDEO PROGRAM,1,0.43,272.09,2.00,0.00
14425,PIONEER XDP-100R-K,AUDIOVIDEO PROGRAM,1,2.54,57.48,5.00,0.00
14426,ASUS G752VT GC049D i7/16GB/256GB,PC,1,9320.00,16.35,13555.00,0.00
14427,VOX 43YSD650,TELEVIZIJA,3,1700.00,55.25,3299.00,0.00
14428,"Tecnosteel 19"" 400 Wall Cabinet 10U",PC,1,713.00,52.24,1099.00,19.00
14429,SAB MULTISWITCH 17/8,TELEVIZIJA,1,999.90,55.76,1499.00,23.00
14430,CONNECT XL CXL-SP1000,PC,1,39.90,105.73,79.00,23.00
14431,CONNECT XL CXL-MW700,PC,2,69.90,91.75,129.00,23.00
14432,CONNECT XL CXL-SP101,PC,1,36.90,94.30,69.00,23.00
14433,CONNECT XL CXL-M100R,PC,5,17.90,126.42,39.00,23.00
14434,FALCOM T1400 DVB-T2,TELEVIZIJA,3,149.90,72.59,249.00,23.00
14435,GLOBO SKYMASTER GL100,TELEVIZIJA,10,149.90,72.59,249.00,23.00
14436,SUPERIOR 1:1 FREEDOM-BLACK DALJINSKI,TELEVIZIJA,5,57.00,85.26,99.00,25.00
14437,HOME SF40 VENTILATOR SA POSTOLJEM,KLIMA,-17,135.90,52.14,199.00,23.00
14438,HOME TF30 VENTILATOR STOLNI,KLIMA,7,109.90,40.87,149.00,23.00
14439,SAMSUNG GALAXY A5 A510F BLACK 16GB,MOBITELI,1,2117.65,55.51,3499.00,15.00
14440,SAMSUNG GALAXY J120FN GOLD,MOBITELI,1,675.00,89.51,1599.00,0.00
14441,SONY 10CDQ-80NSLD 10/1,AUDIOVIDEO PROGRAM,174,5.00,380.00,30.00,0.00
14442,SONY HDR-AS20B DIGITALNA KAMERA,FOTOAPARAT,3,300.00,139.73,899.00,0.00
14443,SONY HDR-AS30VE DIGITALNA KAMERA,FOTOAPARAT,2,400.00,99.80,999.00,0.00
14444,SONY SRS-X11B ZVUČNICI,AUDIOVIDEO PROGRAM,1,160.00,199.50,599.00,0.00
14445,SONY SRS-X11L ZVUČNICI,AUDIOVIDEO PROGRAM,6,160.00,199.50,599.00,0.00
14446,SONY SRS-X11W ZVUČNICI,AUDIOVIDEO PROGRAM,5,160.00,199.50,599.00,0.00
14447,SONY SRS-X33B ZVUČNIK,AUDIOVIDEO PROGRAM,7,320.00,149.75,999.00,0.00
14448,SONY 6AM6B1D 9V BATERIJA,BATERIJA,30,10.00,180.00,35.00,0.00
14449,SONY R03NUP8A-EE 8/1 AAA BAT.,BATERIJA,5,8.00,140.00,24.00,0.00
14450,SAMSUNG GALAXY J5 2016 BLACK,MOBITELI,1,1270.59,92.52,2599.00,15.00
14451,SAMSUNG GALAXY J5 2016 GOLD,MOBITELI,5,1099.00,89.19,2599.00,0.00
14452,AZURI AZI-WE25VB/I (2016) un. jed,KLIMA,5,680.00,26.38,999.00,7.00
14453,AZURI AZI-WE25VB/O (2016) vanj. jed,KLIMA,5,1270.00,35.47,2000.00,7.00
14454,AZURI AZI-WE35VB/I (2016) un. jed,KLIMA,5,720.00,43.37,1200.00,7.00
14455,AZURI AZI-WE35VB/O (2016) vanj. jed,KLIMA,5,1330.00,29.29,1999.00,7.00
14456,VIVAX HOME WFL-120816 A+++ PERILICA RUBLJA,BIJELA TEHNIKA,1,1200.00,46.60,2199.00,0.00
14458,FOCUS E-5500 DVB-T2,AUDIOVIDEO PROGRAM,10,159.99,66.01,249.00,25.00
14459,DAIKIN RXS50L VANJSKA JED.,KLIMA,1,6770.00,31.58,8462.50,24.00
14460,MSI H110M PRO-VD MATIČNA PLOČA,PC,1,352.47,31.64,580.00,0.00
14461,MSI nVIDIA GeFORCE GTX950 2GB DDR5,PC,1,989.92,35.77,1680.00,0.00
